user_id,favorite_sports,odds_format,marketing_opt_in
BB10001286,"Baseball,Golf,Tennis",fractional,false
BB10001287,"Cricket,Rugby,Hockey,Rugby",AMERICAN,1
BB10001288,Boxing,DECIMAL,Yes
BB10001289,"Football,Tennis,Basketball",American,Yes
BB10001290,Hockey,DECIMAL,
BB10001291,"Rugby,Rugby",,true
BB10001292,Cricket,Dec,
BB10001294,Baseball,Dec,false
BB10001295,"Baseball,Basketball,Cricket,Baseball",Fractional,
BB10001296,"Rugby,Golf,Baseball,Baseball",Dec,
BB10001297,Hockey,Dec,0
BB10001298,"Golf,Golf,Basketball",Fractional,0
BB10001301,"Baseball,Football",DECIMAL,FALSE
BB10001302,"Boxing,Boxing",,TRUE
BB10001303,"Tennis,Basketball,Hockey,Hockey",,TRUE
BB10001305,"Rugby,Cricket,Cricket",,0
BB10001307,"Hockey,Boxing,Hockey",fractional,TRUE
BB10001308,"Cricket,Tennis,Football,Golf",Decimal,TRUE
BB10001309,"Golf,Boxing",AMERICAN,
BB10001311,"Football,Baseball,Hockey,Baseball",,
BB10001312,"Boxing,Cricket",American,No
BB10001313,"Hockey,Football,Hockey",Fractional,FALSE
BB10001315,Tennis,fractional,TRUE
BB10001316,"Boxing,Boxing",,TRUE
BB10001318,"Football,Rugby",fractional,TRUE
BB10001319,Tennis,,FALSE
BB10001320,"Football,Hockey,Rugby,Golf",DECIMAL,FALSE
BB10001321,"Baseball,Baseball,Golf",,FALSE
BB10001322,Rugby,Fractional,1
BB10001323,"Rugby,Football,Cricket,Boxing",DECIMAL,FALSE
BB10001324,"Baseball,Boxing,Football",Decimal,0
BB10001325,"Golf,Tennis,Rugby,Tennis",Fractional,TRUE
BB10001326,"Basketball,Football,Golf,Basketball",Fractional,
BB10001327,"Rugby,Golf",Dec,Yes
BB10001329,"Golf,Rugby,Cricket",,No
BB10001330,"Golf,Basketball,Tennis",American,FALSE
BB10001332,"Golf,Hockey,Golf",DECIMAL,
BB10001333,Football,AMERICAN,0
BB10001334,Hockey,Dec,Yes
BB10001335,"Hockey,Rugby,Rugby,Basketball",DECIMAL,Yes
BB10001336,"Boxing,Rugby",fractional,FALSE
BB10001337,Boxing,,1
BB10001339,Tennis,,FALSE
BB10001340,"Tennis,Golf,Basketball,Rugby",,
BB10001341,Boxing,fractional,TRUE
BB10001342,"Baseball,Tennis,Basketball,Hockey",AMERICAN,No
BB10001343,"Rugby,Boxing",AMERICAN,true
BB10001344,"Golf,Football,Tennis,Golf",fractional,true
BB10001345,Rugby,fractional,true
BB10001346,Boxing,,FALSE
BB10001347,"Football,Football",American,1
BB10001348,"Football,Boxing",Decimal,
BB10001349,"Rugby,Baseball",AMERICAN,1
BB10001350,"Golf,Hockey,Cricket",Fractional,
BB10001352,"Cricket,Tennis",American,true
BB10001353,"Basketball,Golf,Boxing,Basketball",Fractional,false
BB10001354,Basketball,American,0
BB10001355,"Football,Baseball,Tennis,Boxing",DECIMAL,1
BB10001356,"Baseball,Basketball,Basketball,Tennis",DECIMAL,Yes
BB10001357,"Tennis,Golf,Rugby,Cricket",American,
BB10001358,"Basketball,Rugby,Hockey,Cricket",fractional,
BB10001359,"Football,Baseball,Tennis",,1
BB10001360,"Rugby,Cricket,Cricket,Rugby,Rugby",AMERICAN,true
BB10001361,"Cricket,Rugby,Football,Hockey",American,FALSE
BB10001362,"Rugby,Baseball,Baseball,Golf",AMERICAN,TRUE
BB10001363,"Baseball,Hockey",fractional,TRUE
BB10001364,"Golf,Hockey",,1
BB10001366,Hockey,AMERICAN,1
BB10001367,"Basketball,Basketball",DECIMAL,0
BB10001368,"Football,Basketball,Football",DECIMAL,TRUE
BB10001369,"Baseball,Football",American,No
BB10001370,"Rugby,Golf,Cricket,Baseball",,1
BB10001371,"Cricket,Golf,Football",Fractional,1
BB10001372,Basketball,American,Yes
BB10001373,"Football,Hockey,Cricket,Basketball",,No
BB10001374,Rugby,American,
BB10001375,"Football,Rugby,Baseball,Cricket,Football",Fractional,FALSE
BB10001376,"Baseball,Boxing,Hockey,Basketball",Dec,false
BB10001377,"Hockey,Baseball,Tennis",,FALSE
BB10001378,Boxing,,No
BB10001379,"Baseball,Baseball,Football",Dec,
BB10001380,Rugby,,0
BB10001381,Basketball,fractional,FALSE
BB10001382,"Hockey,Hockey",,
BB10001383,Basketball,Fractional,false
BB10001384,"Cricket,Football,Hockey",Fractional,TRUE
BB10001385,"Rugby,Hockey",DECIMAL,true
BB10001386,"Basketball,Hockey,Tennis,Baseball",Decimal,1
BB10001387,"Football,Basketball,Boxing",,No
BB10001389,"Basketball,Rugby,Baseball",Dec,No
BB10001390,"Hockey,Football,Cricket,Cricket",,1
BB10001391,"Cricket,Rugby,Rugby,Cricket",AMERICAN,
BB10001392,"Baseball,Golf,Golf",AMERICAN,TRUE
BB10001393,Baseball,DECIMAL,
BB10001395,Football,fractional,1
BB10001396,"Golf,Cricket,Basketball,Hockey",Fractional,No
BB10001397,"Tennis,Cricket,Baseball,Tennis",American,true
BB10001398,"Baseball,Rugby,Baseball,Baseball",Dec,TRUE
BB10001399,Rugby,Fractional,TRUE
BB10001400,"Rugby,Basketball,Rugby",Decimal,TRUE
BB10001401,"Boxing,Basketball",American,0
BB10001402,"Football,Football,Rugby",,1
BB10001403,Boxing,American,false
BB10001406,"Boxing,Football,Cricket,Tennis",,FALSE
BB10001407,Tennis,Decimal,
BB10001408,"Cricket,Basketball,Basketball,Tennis",Fractional,No
BB10001409,"Basketball,Tennis,Golf",Fractional,FALSE
BB10001410,"Cricket,Baseball,Tennis",fractional,1
BB10001412,"Boxing,Rugby",American,Yes
BB10001413,"Baseball,Basketball,Boxing,Basketball",fractional,true
BB10001414,"Basketball,Football,Cricket",,1
BB10001415,"Rugby,Golf",,
BB10001416,"Hockey,Football,Hockey,Cricket",fractional,false
BB10001417,"Golf,Rugby,Rugby,Golf",,0
BB10001418,"Cricket,Cricket",Fractional,
BB10001419,"Hockey,Hockey",DECIMAL,1
BB10001420,"Tennis,Baseball",fractional,false
BB10001421,Hockey,DECIMAL,FALSE
BB10001422,Tennis,Fractional,FALSE
BB10001423,"Rugby,Tennis,Rugby",Fractional,FALSE
BB10001424,"Rugby,Rugby",fractional,Yes
BB10001425,"Tennis,Golf",fractional,0
BB10001426,"Rugby,Basketball,Baseball",,
BB10001427,"Basketball,Baseball",,No
BB10001428,"Basketball,Football",fractional,
BB10001429,"Hockey,Basketball,Baseball",Dec,1
BB10001430,"Tennis,Golf",Dec,Yes
BB10001431,"Golf,Boxing,Tennis",AMERICAN,No
BB10001432,"Rugby,Baseball,Football,Hockey,Rugby",American,Yes
BB10001434,"Rugby,Tennis",,TRUE
BB10001435,"Boxing,Rugby",Fractional,No
BB10001436,"Hockey,Hockey,Boxing,Cricket",DECIMAL,TRUE
BB10001439,"Cricket,Tennis,Golf",,TRUE
BB10001440,"Rugby,Rugby",AMERICAN,Yes
BB10001441,"Baseball,Basketball,Baseball",AMERICAN,No
BB10001442,"Baseball,Basketball,Tennis,Tennis",fractional,true
BB10001444,"Cricket,Golf,Football,Golf",Decimal,true
BB10001445,"Boxing,Golf,Rugby",Fractional,false
BB10001446,Rugby,DECIMAL,TRUE
BB10001447,"Golf,Boxing,Baseball,Rugby,Golf",AMERICAN,TRUE
BB10001448,"Rugby,Football,Boxing,Football",fractional,No
BB10001449,"Baseball,Rugby",American,1
BB10001450,"Football,Golf",,No
BB10001451,"Boxing,Hockey,Rugby",fractional,0
BB10001452,Basketball,Dec,
BB10001453,"Cricket,Golf",Dec,false
BB10001455,Basketball,AMERICAN,No
BB10001456,"Hockey,Boxing",Fractional,true
BB10001458,"Hockey,Football,Cricket,Tennis,Hockey",fractional,false
BB10001459,"Boxing,Football,Hockey,Baseball",,1
BB10001460,"Golf,Basketball",,0
BB10001461,"Cricket,Cricket,Basketball",American,1
BB10001462,"Boxing,Boxing",Dec,Yes
BB10001463,Boxing,Decimal,1
BB10001464,Golf,American,true
BB10001465,"Football,Hockey",Dec,
BB10001466,Tennis,American,
BB10001467,Golf,DECIMAL,
BB10001469,"Rugby,Baseball",Fractional,Yes
BB10001470,"Tennis,Hockey,Baseball",fractional,1
BB10001471,"Rugby,Rugby,Hockey,Rugby",Dec,0
BB10001472,"Basketball,Basketball",American,true
BB10001473,"Boxing,Basketball,Boxing,Hockey",,
BB10001474,"Rugby,Golf,Cricket",AMERICAN,FALSE
BB10001475,"Rugby,Baseball,Cricket,Golf,Rugby",Decimal,1
BB10001477,Basketball,AMERICAN,TRUE
BB10001478,Hockey,,0
BB10001479,"Baseball,Cricket",,
BB10001480,"Baseball,Hockey",American,0
BB10001481,"Golf,Hockey",Decimal,TRUE
BB10001482,"Hockey,Golf,Basketball,Hockey,Hockey",,0
BB10001483,Football,American,0
BB10001484,"Rugby,Cricket",Fractional,Yes
BB10001486,"Basketball,Basketball",Fractional,
BB10001488,"Tennis,Cricket,Boxing,Golf",AMERICAN,true
BB10001489,"Basketball,Golf,Rugby",,0
BB10001490,Hockey,AMERICAN,FALSE
BB10001491,"Cricket,Rugby,Boxing,Tennis",fractional,No
BB10001492,"Hockey,Football,Football",,TRUE
BB10001493,Hockey,Dec,TRUE
BB10001496,Rugby,AMERICAN,TRUE
BB10001497,Cricket,,
BB10001498,"Baseball,Football,Rugby,Football",,true
BB10001499,"Cricket,Baseball,Cricket",Decimal,Yes
BB10001500,"Basketball,Baseball",Dec,1
BB10001501,Cricket,DECIMAL,Yes
BB10001503,"Tennis,Golf,Basketball,Cricket",AMERICAN,FALSE
BB10001504,"Hockey,Tennis",,
BB10001505,"Cricket,Baseball",,TRUE
BB10001506,"Baseball,Golf",Fractional,Yes
BB10001507,Tennis,DECIMAL,Yes
BB10001509,"Tennis,Tennis",Decimal,true
BB10001510,"Boxing,Cricket,Golf,Rugby",Dec,TRUE
BB10001511,"Boxing,Tennis,Cricket",AMERICAN,false
BB10001512,"Tennis,Boxing",American,
BB10001513,"Football,Boxing,Tennis",,0
BB10001514,Golf,Fractional,1
BB10001516,Hockey,Fractional,false
BB10001517,"Rugby,Hockey,Baseball",American,0
BB10001518,"Golf,Baseball,Tennis",Dec,
BB10001519,"Boxing,Hockey,Football",Fractional,
BB10001520,"Baseball,Tennis",American,true
BB10001521,"Baseball,Tennis,Football,Cricket",Dec,FALSE
BB10001523,Tennis,fractional,1
BB10001524,"Tennis,Hockey",Fractional,true
BB10001525,"Hockey,Hockey",American,
BB10001526,Football,,No
BB10001527,"Basketball,Rugby",AMERICAN,1
BB10001528,"Hockey,Baseball",American,FALSE
BB10001531,Boxing,AMERICAN,
BB10001532,Golf,AMERICAN,
BB10001533,"Hockey,Baseball,Football,Tennis",,TRUE
BB10001536,"Boxing,Hockey,Baseball,Boxing,Boxing",AMERICAN,
BB10001537,"Tennis,Basketball",Dec,TRUE
BB10001541,"Tennis,Hockey,Baseball,Baseball",Decimal,false
BB10001542,"Rugby,Baseball",,0
BB10001543,Boxing,,1
BB10001544,"Hockey,Hockey",DECIMAL,false
BB10001545,"Basketball,Rugby,Football,Hockey",fractional,
BB10001546,"Hockey,Hockey,Boxing",Decimal,0
BB10001547,"Boxing,Cricket,Rugby",DECIMAL,Yes
BB10001548,Cricket,DECIMAL,FALSE
BB10001549,Rugby,,0
BB10001552,"Football,Golf,Basketball,Baseball",Dec,Yes
BB10001553,"Football,Basketball,Boxing",,0
BB10001555,"Golf,Basketball,Football,Cricket,Golf",Fractional,No
BB10001556,"Cricket,Baseball",DECIMAL,No
BB10001559,"Hockey,Cricket,Basketball",American,
BB10001561,"Cricket,Baseball,Cricket",DECIMAL,Yes
BB10001562,"Golf,Tennis",,true
BB10001563,"Baseball,Tennis,Baseball",DECIMAL,
BB10001566,Boxing,,true
BB10001567,"Hockey,Rugby,Tennis,Rugby",,No
BB10001568,"Golf,Hockey,Golf,Boxing",American,TRUE
BB10001569,"Cricket,Football",,
BB10001570,"Basketball,Rugby,Basketball,Cricket",,TRUE
BB10001571,"Tennis,Cricket,Baseball",DECIMAL,No
BB10001572,"Cricket,Tennis,Cricket,Golf",Dec,0
BB10001573,"Rugby,Hockey",Decimal,TRUE
BB10001574,"Tennis,Baseball",Dec,0
BB10001575,"Golf,Boxing,Basketball",,true
BB10001576,"Football,Football",Decimal,false
BB10001577,"Basketball,Basketball,Basketball",AMERICAN,FALSE
BB10001578,"Tennis,Football",American,false
BB10001579,"Basketball,Golf,Golf,Hockey",Fractional,1
BB10001580,Baseball,Dec,true
BB10001581,"Hockey,Rugby,Basketball",AMERICAN,false
BB10001582,Basketball,American,0
BB10001583,"Tennis,Boxing,Boxing",,
BB10001584,"Hockey,Cricket,Tennis,Golf",Decimal,1
BB10001586,"Tennis,Hockey,Cricket",,No
BB10001587,"Boxing,Hockey,Boxing",fractional,FALSE
BB10001588,Baseball,AMERICAN,TRUE
BB10001589,"Basketball,Cricket,Tennis",Fractional,false
BB10001590,"Boxing,Hockey,Football",DECIMAL,No
BB10001592,"Boxing,Boxing,Boxing",,false
BB10001593,"Rugby,Tennis,Rugby,Rugby,Rugby",Fractional,false
BB10001595,"Basketball,Baseball",DECIMAL,0
BB10001596,"Rugby,Basketball,Tennis,Baseball",,true
BB10001598,"Basketball,Golf,Hockey",Fractional,No
BB10001599,"Basketball,Rugby",,0
BB10001600,"Baseball,Golf,Rugby",American,false
BB10001601,Rugby,,FALSE
BB10001603,Tennis,Fractional,No
BB10001604,"Cricket,Tennis,Golf,Golf",American,
BB10001605,"Boxing,Tennis,Boxing,Hockey",,1
BB10001606,"Cricket,Football,Basketball,Tennis",Dec,TRUE
BB10001607,"Basketball,Hockey",,Yes
BB10001608,Golf,,0
BB10001609,"Cricket,Hockey,Basketball,Hockey,Cricket",Fractional,FALSE
BB10001610,"Tennis,Hockey",Decimal,1
BB10001611,"Baseball,Cricket,Basketball",AMERICAN,1
BB10001612,"Football,Golf,Cricket,Basketball",AMERICAN,FALSE
BB10001613,"Rugby,Tennis,Basketball",DECIMAL,0
BB10001614,"Golf,Golf,Golf",Fractional,1
BB10001615,Golf,fractional,TRUE
BB10001616,"Baseball,Cricket,Baseball",Decimal,FALSE
BB10001617,"Hockey,Golf,Tennis",DECIMAL,false
BB10001618,Baseball,fractional,TRUE
BB10001619,Tennis,Decimal,TRUE
BB10001621,"Golf,Cricket",AMERICAN,Yes
BB10001622,"Baseball,Golf",Decimal,No
BB10001623,"Basketball,Boxing,Cricket,Basketball",AMERICAN,No
BB10001624,Rugby,Decimal,true
BB10001625,"Golf,Hockey",American,0
BB10001627,"Cricket,Cricket,Baseball",,TRUE
BB10001628,Boxing,fractional,true
BB10001629,Football,Decimal,
BB10001630,"Hockey,Basketball",Dec,
BB10001631,"Football,Baseball,Cricket,Football",,FALSE
BB10001633,"Golf,Boxing,Cricket",,Yes
BB10001634,"Golf,Basketball,Basketball",AMERICAN,TRUE
BB10001636,Golf,Dec,false
BB10001638,"Basketball,Rugby",DECIMAL,Yes
BB10001639,Rugby,fractional,true
BB10001640,"Boxing,Boxing",Dec,FALSE
BB10001641,"Hockey,Golf",DECIMAL,false
BB10001642,Rugby,Decimal,TRUE
BB10001643,"Football,Cricket",AMERICAN,TRUE
BB10001644,"Baseball,Hockey,Tennis",DECIMAL,true
BB10001645,"Basketball,Basketball,Baseball,Golf",fractional,FALSE
BB10001647,"Football,Baseball,Football",,true
BB10001648,Rugby,fractional,0
BB10001649,Baseball,,true
BB10001650,"Rugby,Baseball,Boxing,Baseball",Fractional,FALSE
BB10001651,"Cricket,Hockey",AMERICAN,No
BB10001652,"Cricket,Hockey,Baseball,Basketball",,TRUE
BB10001654,"Tennis,Cricket",American,No
BB10001655,"Rugby,Golf",American,0
BB10001656,"Football,Cricket,Basketball,Golf,Football",Decimal,
BB10001657,"Baseball,Baseball",AMERICAN,No
BB10001658,"Golf,Boxing,Basketball,Cricket",Fractional,FALSE
BB10001659,"Baseball,Hockey",,false
BB10001660,"Tennis,Cricket,Boxing",,true
BB10001662,"Basketball,Baseball,Basketball",Fractional,No
BB10001663,Baseball,DECIMAL,FALSE
BB10001664,Baseball,AMERICAN,
BB10001665,"Baseball,Baseball,Cricket,Rugby",,TRUE
BB10001667,Golf,,false
BB10001668,"Tennis,Hockey,Football",,TRUE
BB10001670,Hockey,,TRUE
BB10001671,Tennis,American,Yes
BB10001672,Tennis,American,false
BB10001673,"Tennis,Cricket,Baseball,Rugby",fractional,No
BB10001674,"Tennis,Golf,Baseball,Hockey",Decimal,No
BB10001675,"Football,Golf,Baseball,Rugby",fractional,TRUE
BB10001678,"Golf,Golf,Tennis",Decimal,1
BB10001679,"Rugby,Golf,Rugby,Golf",Dec,true
BB10001680,"Tennis,Baseball",,false
BB10001681,"Rugby,Football,Boxing",,0
BB10001682,"Golf,Football,Cricket,Rugby",American,
BB10001684,"Golf,Hockey,Rugby,Tennis",AMERICAN,Yes
BB10001685,"Football,Tennis,Cricket,Basketball",,0
BB10001686,"Golf,Hockey",American,
BB10001687,"Cricket,Cricket",,1
BB10001688,Cricket,AMERICAN,
BB10001689,"Boxing,Golf,Golf",,1
BB10001690,Baseball,Fractional,Yes
BB10001691,"Rugby,Tennis,Hockey",DECIMAL,Yes
BB10001692,"Golf,Cricket,Tennis",American,Yes
BB10001693,"Baseball,Golf,Basketball",Fractional,Yes
BB10001694,"Rugby,Rugby",,TRUE
BB10001695,"Hockey,Golf,Cricket",,TRUE
BB10001696,"Football,Basketball,Hockey,Hockey",fractional,TRUE
BB10001697,Hockey,Fractional,TRUE
BB10001698,"Basketball,Cricket",,Yes
BB10001700,"Boxing,Hockey",Decimal,
BB10001701,"Tennis,Tennis,Basketball",,0
BB10001702,"Baseball,Basketball,Hockey",Decimal,false
BB10001703,"Boxing,Basketball,Tennis",American,0
BB10001704,Tennis,Dec,0
BB10001707,"Basketball,Boxing,Boxing,Baseball,Basketball",DECIMAL,FALSE
BB10001708,"Tennis,Golf,Rugby",AMERICAN,false
BB10001709,"Basketball,Cricket,Basketball,Cricket",DECIMAL,FALSE
BB10001710,"Rugby,Football",,No
BB10001711,"Cricket,Golf,Cricket,Cricket",fractional,1
BB10001712,"Boxing,Hockey",Fractional,1
BB10001714,Tennis,American,TRUE
BB10001715,"Tennis,Tennis",Fractional,1
BB10001716,"Hockey,Hockey,Tennis,Boxing",Fractional,Yes
BB10001717,"Golf,Boxing",American,1
BB10001718,Tennis,Decimal,true
BB10001719,"Football,Basketball",AMERICAN,Yes
BB10001720,"Basketball,Football,Tennis,Rugby",,true
BB10001721,"Baseball,Cricket,Golf,Cricket",,TRUE
BB10001722,"Basketball,Boxing,Basketball,Football,Basketball",fractional,TRUE
BB10001723,"Cricket,Tennis,Basketball,Cricket",American,1
BB10001724,"Cricket,Basketball,Hockey",Dec,FALSE
BB10001725,"Golf,Cricket,Golf",Fractional,true
BB10001726,"Boxing,Boxing,Football,Tennis",Decimal,FALSE
BB10001728,"Hockey,Basketball,Hockey",fractional,
BB10001729,"Football,Cricket,Boxing",fractional,
BB10001730,"Baseball,Cricket,Golf,Rugby",,1
BB10001731,"Tennis,Baseball,Baseball,Rugby",DECIMAL,TRUE
BB10001732,"Football,Tennis",DECIMAL,1
BB10001733,"Hockey,Basketball,Hockey",,false
BB10001734,"Hockey,Golf,Hockey",AMERICAN,No
BB10001735,"Rugby,Golf,Hockey",AMERICAN,
BB10001736,"Tennis,Football",,TRUE
BB10001738,"Football,Basketball,Tennis",DECIMAL,1
BB10001739,"Cricket,Cricket,Rugby",,false
BB10001740,Cricket,,No
BB10001741,Tennis,Dec,TRUE
BB10001742,"Tennis,Rugby",AMERICAN,false
BB10001745,"Golf,Golf,Golf",American,true
BB10001746,Basketball,AMERICAN,false
BB10001748,"Football,Hockey,Football,Football",,1
BB10001749,"Football,Rugby,Rugby,Golf",Fractional,Yes
BB10001750,Golf,Dec,1
BB10001751,"Cricket,Golf,Tennis,Baseball",DECIMAL,Yes
BB10001752,"Tennis,Basketball",,false
BB10001754,"Basketball,Football",DECIMAL,TRUE
BB10001755,"Hockey,Basketball,Golf,Hockey",DECIMAL,true
BB10001757,"Cricket,Boxing,Golf",AMERICAN,No
BB10001758,"Rugby,Hockey,Baseball,Boxing",American,TRUE
BB10001760,"Basketball,Boxing,Tennis",DECIMAL,TRUE
BB10001763,"Boxing,Cricket,Football",,1
BB10001764,"Golf,Hockey,Hockey",Dec,true
BB10001765,"Golf,Baseball,Football",Fractional,TRUE
BB10001766,"Hockey,Boxing",Decimal,Yes
BB10001767,"Golf,Golf",,true
BB10001768,Boxing,,true
BB10001769,"Baseball,Rugby,Golf",,false
BB10001770,"Rugby,Tennis,Golf,Basketball",,FALSE
BB10001773,"Basketball,Tennis,Tennis",American,Yes
BB10001774,Football,Decimal,false
BB10001775,"Hockey,Basketball,Golf",,false
BB10001776,"Boxing,Cricket,Football",,true
BB10001777,Hockey,,
BB10001778,"Football,Boxing,Boxing",Dec,0
BB10001779,"Baseball,Baseball,Football,Hockey",,FALSE
BB10001780,"Basketball,Football,Golf,Basketball",AMERICAN,TRUE
BB10001781,Hockey,,
BB10001782,Rugby,,No
BB10001784,"Tennis,Golf,Cricket,Tennis",fractional,1
BB10001785,"Hockey,Tennis,Boxing,Hockey",,Yes
BB10001786,Hockey,American,false
BB10001787,Hockey,Fractional,0
BB10001788,Tennis,,false
BB10001789,"Hockey,Rugby,Football",fractional,TRUE
BB10001791,"Basketball,Basketball",Decimal,FALSE
BB10001793,"Golf,Tennis,Rugby,Rugby",,false
BB10001794,Golf,,TRUE
BB10001796,"Rugby,Baseball,Boxing",Dec,TRUE
BB10001797,"Cricket,Cricket,Rugby",DECIMAL,false
BB10001798,"Rugby,Golf,Hockey",fractional,1
BB10001799,Hockey,DECIMAL,true
BB10001800,"Basketball,Basketball,Hockey,Rugby",Decimal,No
BB10001801,"Basketball,Rugby",Dec,
BB10001802,"Rugby,Boxing,Basketball,Cricket",DECIMAL,Yes
BB10001803,"Football,Golf,Football",,Yes
BB10001804,Boxing,Dec,FALSE
BB10001805,Rugby,,Yes
BB10001806,"Tennis,Golf,Cricket,Basketball",Dec,
BB10001807,"Football,Baseball",fractional,
BB10001808,"Football,Rugby,Boxing,Tennis",,
BB10001809,"Hockey,Football,Hockey,Tennis",AMERICAN,
BB10001810,Baseball,fractional,TRUE
BB10001811,"Football,Golf,Basketball",,FALSE
BB10001812,"Golf,Cricket,Rugby",American,true
BB10001813,"Golf,Baseball,Football,Hockey",DECIMAL,0
BB10001814,Tennis,fractional,FALSE
BB10001815,Cricket,fractional,
BB10001816,"Football,Baseball",Decimal,FALSE
BB10001817,"Boxing,Boxing",DECIMAL,Yes
BB10001819,"Baseball,Rugby,Basketball",Decimal,0
BB10001820,"Tennis,Football",DECIMAL,FALSE
BB10001822,"Football,Baseball",fractional,TRUE
BB10001823,Boxing,American,
BB10001824,"Football,Baseball,Basketball,Basketball",American,
BB10001825,"Boxing,Basketball,Hockey",,FALSE
BB10001826,"Rugby,Hockey,Boxing",fractional,
BB10001827,Boxing,Decimal,
BB10001828,Rugby,American,1
BB10001829,"Boxing,Tennis,Boxing",,0
BB10001830,Cricket,AMERICAN,1
BB10001832,"Basketball,Boxing",,FALSE
BB10001834,Baseball,fractional,No
BB10001836,Baseball,Decimal,1
BB10001837,Football,Fractional,
BB10001838,Boxing,American,No
BB10001839,Boxing,fractional,false
BB10001840,"Rugby,Rugby",Fractional,Yes
BB10001841,Tennis,,
BB10001842,Rugby,AMERICAN,
BB10001843,"Cricket,Rugby",fractional,No
BB10001844,Cricket,Dec,
BB10001845,"Football,Basketball,Cricket,Boxing",Decimal,
BB10001846,Football,Dec,
BB10001848,Tennis,American,FALSE
BB10001849,"Golf,Cricket",Fractional,0
BB10001850,Basketball,American,Yes
BB10001851,"Football,Boxing",,false
BB10001852,"Football,Boxing,Boxing",Dec,No
BB10001853,Basketball,AMERICAN,1
BB10001854,Baseball,fractional,
BB10001855,Baseball,,
BB10001856,"Tennis,Hockey,Golf",,true
BB10001857,Hockey,DECIMAL,No
BB10001858,"Rugby,Boxing,Basketball",Fractional,FALSE
BB10001859,Golf,Fractional,0
BB10001860,"Cricket,Tennis",Decimal,false
BB10001861,"Baseball,Tennis,Cricket,Golf",,
BB10001862,Hockey,,false
BB10001863,"Basketball,Basketball,Rugby,Hockey",,FALSE
BB10001864,"Boxing,Rugby,Hockey",DECIMAL,No
BB10001867,Boxing,fractional,Yes
BB10001868,"Golf,Cricket,Football,Basketball",American,
BB10001870,"Cricket,Cricket,Football",fractional,
BB10001871,Boxing,AMERICAN,TRUE
BB10001872,"Golf,Golf",Dec,true
BB10001873,"Boxing,Football",Dec,false
BB10001874,Cricket,,0
BB10001876,"Tennis,Cricket,Tennis",,false
BB10001877,"Cricket,Rugby,Hockey,Rugby",fractional,true
BB10001879,Boxing,AMERICAN,FALSE
BB10001880,"Cricket,Basketball",Fractional,No
BB10001881,"Rugby,Rugby",Fractional,Yes
BB10001882,Baseball,American,TRUE
BB10001883,"Boxing,Rugby,Boxing,Rugby",,
BB10001884,"Rugby,Rugby,Rugby",fractional,
BB10001885,"Rugby,Boxing,Boxing",Fractional,0
BB10001886,"Baseball,Cricket",Decimal,true
BB10001887,"Basketball,Rugby,Golf,Cricket",American,Yes
BB10001888,"Golf,Basketball",AMERICAN,
BB10001890,Boxing,AMERICAN,false
BB10001891,"Cricket,Golf,Boxing,Basketball",American,Yes
BB10001893,"Cricket,Rugby,Hockey,Basketball",Fractional,1
BB10001894,"Rugby,Hockey,Baseball",fractional,1
BB10001895,"Boxing,Tennis,Hockey",American,0
BB10001897,"Rugby,Hockey,Cricket,Hockey",Dec,false
BB10001899,"Boxing,Boxing,Football",Decimal,Yes
BB10001901,Boxing,American,
BB10001902,"Rugby,Rugby,Football,Cricket",,Yes
BB10001903,Baseball,Dec,TRUE
BB10001904,"Cricket,Golf,Cricket",,true
BB10001905,Baseball,,Yes
BB10001907,"Golf,Football",AMERICAN,1
BB10001908,"Football,Golf,Football,Football",American,false
BB10001909,Cricket,,No
BB10001911,"Cricket,Basketball,Golf",fractional,true
BB10001912,"Boxing,Tennis",,
BB10001913,"Tennis,Hockey,Tennis,Basketball",,1
BB10001914,"Baseball,Basketball,Basketball,Football",,
BB10001915,Rugby,Dec,
BB10001916,"Boxing,Baseball,Cricket,Baseball",,false
BB10001917,"Golf,Hockey",,true
BB10001918,"Cricket,Hockey,Basketball,Golf,Cricket",,TRUE
BB10001919,"Boxing,Football",American,1
BB10001920,"Tennis,Basketball,Hockey",Decimal,
BB10001921,Baseball,Fractional,1
BB10001923,"Rugby,Hockey,Baseball",,Yes
BB10001924,"Boxing,Boxing,Hockey",AMERICAN,0
BB10001925,"Hockey,Rugby,Baseball,Golf",AMERICAN,
BB10001926,Rugby,,true
BB10001927,"Football,Hockey,Tennis,Golf",,1
BB10001929,"Cricket,Football,Rugby",,
BB10001930,"Boxing,Rugby",American,1
BB10001931,"Golf,Baseball",,
BB10001932,"Cricket,Baseball",AMERICAN,TRUE
BB10001933,"Baseball,Rugby,Football",,No
BB10001934,"Tennis,Hockey,Cricket",AMERICAN,Yes
BB10001935,"Rugby,Basketball",fractional,0
BB10001936,"Golf,Hockey",Dec,false
BB10001937,"Basketball,Baseball,Baseball",AMERICAN,1
BB10001938,"Boxing,Tennis",AMERICAN,
BB10001940,"Cricket,Hockey,Golf",,No
BB10001941,"Boxing,Tennis,Basketball",,false
BB10001942,Hockey,DECIMAL,No
BB10001943,"Boxing,Football,Cricket",,false
BB10001944,"Basketball,Basketball,Basketball",Dec,
BB10001946,"Boxing,Football,Hockey,Tennis",Fractional,false
BB10001948,"Cricket,Golf,Hockey,Baseball",American,true
BB10001949,"Tennis,Golf",Dec,1
BB10001950,"Cricket,Hockey,Boxing,Rugby",,Yes
