txn_id,user_id,txn_type,amount,payment_method,status,txn_time
TSC10007205,BB10000629,Deposit,2816.72,Credit Card,SUCCESS,08-10-2024 02:35 PM
TSC10007206,BB10003620,Withdrawal,0.0,Bank Transfer,Completed,2025-02-06 01:30:19
TSC10007207,BB10000499,withdraw,2952.36,Crypto,SUCCESS,19/10/2024 11:59
TSC10007208,BB10000943,withdraw,2499.85,Bank Transfer,cancelled,2024-08-04
TSC10007209,BB10003804,Withdrawal,4569.2,Credit Card,cancelled,"May 01, 2025 04:30"
TSC10007210,BB10000263,withdraw,278.3,Bank Transfer,Failed,"08 September 2024, 22:12"
TSC10007211,BB10002963,deposit,4874.21,Bank Transfer,Pending,10-22-2024 02:03 AM
TSC10007212,BB10003376,Deposit,3984.11,,,2024-12-12
TSC10007213,BB10002123,Withdrawal,3462.86,mpesa,Completed,2024-05-12
TSC10007214,BB10002286,,3225.25,Credit Card,SUCCESS,14/01/2025 20:07
TSC10007215,BB10000205,deposit,1300.01,PayPal,SUCCESS,"Dec 29, 2024 06:08"
TSC10007216,BB10003836,withdraw,1979.11,mpesa,Completed,2024-05-07
TSC10007217,BB10000406,Deposit,4218.41,PayPal,processing,10-28-2024 04:42 AM
TSC10007218,BB10003578,withdraw,3309.09,,SUCCESS,"Apr 01, 2025 09:25"
TSC10007219,BB10001353,Wd,1253.21,Crypto,processing,"Jan 07, 2025 20:21"
TSC10007220,BB10004068,,3261.71,Crypto,Pending,10-05-2024 01:15 AM
TSC10007221,BB10000233,withdraw,1655.83,Crypto,processing,2025-03-30 03:16:35
TSC10007222,BB10000382,Deposit,4853.9,Credit Card,processing,2025-01-19
TSC10007223,BB10002240,Wd,2105.93,Crypto,Completed,2025-02-09 15:09:28
TSC10007224,BB10004259,Deposit,4325.65,Credit Card,SUCCESS,2024-11-19 16:42:06
TSC10007225,BB10002079,,3328.43,Crypto,SUCCESS,"Feb 18, 2025 16:53"
TSC10007226,BB10001850,Wd,1543.34,Mobile Money,processing,12-30-2024 05:24 AM
TSC10007227,BB10003419,withdraw,880.11,,processing,06-04-2024 11:07 AM
TSC10007228,BB10002819,withdraw,4049.98,Credit Card,,2024-05-18
TSC10007229,BB10003731,withdraw,2658.31,Crypto,SUCCESS,07/03/2025 01:25
TSC10007230,BB10002481,withdraw,3852.82,Mobile Money,cancelled,"Jan 07, 2025 10:46"
TSC10007231,BB10000360,Withdrawal,4317.38,,Pending,01-07-2025 04:19 PM
TSC10007232,BB10002240,Wd,220.11,Mobile Money,SUCCESS,2024-09-13 01:50:15
TSC10007233,BB10004989,withdraw,1305.52,,,"28 February 2025, 00:12"
TSC10007234,BB10003383,withdraw,4268.82,PayPal,Pending,"Mar 05, 2025 08:56"
TSC10007235,BB10001387,Wd,4043.12,PayPal,processing,14/09/2024 21:24
TSC10007236,BB10004783,,726.69,Cash,cancelled,2024-07-10 20:44:45
TSC10007237,BB10000297,Deposit,4175.79,Crypto,Completed,"Feb 11, 2025 15:22"
TSC10007238,BB10004829,Deposit,2799.21,Bank Transfer,processing,01-16-2025 05:34 PM
TSC10007239,BB10000800,Wd,2497.94,PayPal,Failed,2024-05-10 05:28:40
TSC10007240,BB10003496,,2202.35,PayPal,SUCCESS,2024-10-23 03:25:20
TSC10007241,BB10004990,Withdrawal,3579.67,,Pending,2025-04-14
TSC10007242,BB10003189,withdraw,4560.85,,processing,"16 October 2024, 12:37"
TSC10007243,BB10001439,Deposit,3473.78,PayPal,processing,2024-07-27 01:22:06
TSC10007244,BB10004203,,4225.56,Cash,cancelled,14/05/2024 08:58
TSC10007245,BB10003171,Withdrawal,1762.93,,Completed,2024-08-17 19:55:40
TSC10007246,BB10001478,deposit,2295.9,Mobile Money,Failed,"Apr 08, 2025 16:19"
TSC10007247,BB10001344,Wd,3702.26,mpesa,cancelled,2024-09-14
TSC10007248,BB10001191,Wd,3513.22,,SUCCESS,"Jun 09, 2024 00:11"
TSC10007249,BB10003622,deposit,579.78,Bank Transfer,Completed,2024-12-17
TSC10007250,BB10003959,Deposit,2389.49,Bank Transfer,Failed,2024-08-25
TSC10007251,BB10001309,withdraw,440.41,Mobile Money,Pending,01-24-2025 07:42 AM
TSC10007252,BB10001675,withdraw,4997.44,Crypto,Failed,2024-07-31 17:01:10
TSC10007253,BB10002048,Withdrawal,889.21,PayPal,Completed,"03 November 2024, 12:10"
TSC10007254,BB10004764,withdraw,4674.33,Credit Card,processing,2024-09-16 17:32:03
TSC10007255,BB10003445,withdraw,3742.36,mpesa,Completed,2024-08-17
TSC10007256,BB10003536,Wd,242.93,PayPal,cancelled,2025-04-02 12:16:01
TSC10007257,BB10004471,Withdrawal,3416.72,,cancelled,20/01/2025 08:40
TSC10007258,BB10000910,Withdrawal,3305.69,PayPal,Failed,2024-07-22 12:22:15
TSC10007259,BB10000156,Wd,3748.44,,processing,07-17-2024 06:25 PM
TSC10007260,BB10004649,Wd,4178.0,PayPal,SUCCESS,03-03-2025 01:20 AM
TSC10007261,BB10004098,deposit,0.0,Cash,,2024-09-28 19:34:01
TSC10007262,BB10001038,,4065.85,Crypto,Completed,"Mar 20, 2025 21:02"
TSC10007263,BB10004115,withdraw,4528.97,Mobile Money,processing,2024-12-01
TSC10007264,BB10004036,Wd,4860.16,PayPal,SUCCESS,2024-11-03
TSC10007265,BB10004616,,2913.28,Crypto,cancelled,"Nov 24, 2024 16:23"
TSC10007266,BB10000661,,4010.58,Credit Card,SUCCESS,"03 January 2025, 03:33"
TSC10007267,BB10001237,withdraw,1825.52,Mobile Money,SUCCESS,2024-11-29
TSC10007268,BB10003506,,2282.45,PayPal,processing,"Jan 11, 2025 09:10"
TSC10007269,BB10003401,withdraw,41.41,Cash,processing,29/11/2024 13:27
TSC10007270,BB10002194,Withdrawal,4988.72,,,"31 May 2024, 00:30"
TSC10007271,BB10003976,withdraw,2352.22,Cash,Completed,"22 June 2024, 23:44"
TSC10007272,BB10000965,Withdrawal,18.95,mpesa,processing,2024-05-30 21:46:38
TSC10007273,BB10004064,,1601.1,Crypto,Failed,08-09-2024 11:22 PM
TSC10007274,BB10000624,,2553.69,mpesa,Completed,12-01-2024 07:12 AM
TSC10007275,BB10002986,,0.0,Crypto,processing,29/07/2024 09:51
TSC10007276,BB10001406,Withdrawal,10.49,Cash,Pending,"14 November 2024, 04:45"
TSC10007277,BB10003947,Wd,1884.29,PayPal,Completed,02-16-2025 08:36 PM
TSC10007278,BB10003703,deposit,4920.33,Mobile Money,processing,"16 July 2024, 05:17"
TSC10007279,BB10000150,withdraw,232.33,Mobile Money,Completed,"09 January 2025, 18:34"
TSC10007280,BB10002503,Deposit,1863.26,Mobile Money,Failed,"04 May 2025, 10:46"
TSC10007281,BB10002239,Deposit,4251.99,Mobile Money,Completed,01-15-2025 06:07 AM
TSC10007282,BB10002120,deposit,3093.03,PayPal,SUCCESS,2024-11-17 19:12:28
TSC10007283,BB10002257,,4273.58,Crypto,Failed,"07 August 2024, 12:36"
TSC10007284,BB10000612,,2073.87,Bank Transfer,,27/11/2024 17:24
TSC10007285,BB10002711,,4369.92,PayPal,Pending,"Oct 19, 2024 22:34"
TSC10007286,BB10000797,withdraw,4950.74,Credit Card,SUCCESS,"14 April 2025, 16:53"
TSC10007287,BB10003189,deposit,3213.9,mpesa,cancelled,2024-12-27
TSC10007288,BB10000955,,2871.34,mpesa,processing,"Apr 16, 2025 14:19"
TSC10007289,BB10001397,Withdrawal,2314.43,,Failed,"May 26, 2024 02:11"
TSC10007290,BB10000582,Wd,1412.52,Credit Card,SUCCESS,2025-04-15 00:30:34
TSC10007291,BB10004158,withdraw,3634.1,Crypto,,"Oct 12, 2024 03:11"
TSC10007292,BB10001508,withdraw,1011.27,Credit Card,,05/05/2025 14:26
TSC10007293,BB10002749,,1608.44,Mobile Money,Pending,"15 August 2024, 05:42"
TSC10007294,BB10003474,withdraw,806.92,Bank Transfer,Failed,01-10-2025 01:48 PM
TSC10007295,BB10000356,Wd,0.0,PayPal,Failed,"Oct 24, 2024 13:33"
TSC10007296,BB10000975,,358.32,Bank Transfer,cancelled,2024-09-16 04:08:45
TSC10007297,BB10002084,,4913.81,,Completed,"08 February 2025, 08:58"
TSC10007298,BB10002553,deposit,2559.36,,,03-25-2025 10:46 PM
TSC10007299,BB10000208,,4634.12,Mobile Money,Completed,"Jul 28, 2024 03:54"
TSC10007300,BB10004112,deposit,3641.91,mpesa,Completed,16/08/2024 15:51
TSC10007301,BB10004582,Deposit,754.13,Credit Card,SUCCESS,2024-10-07
TSC10007302,BB10003468,Wd,3002.49,Mobile Money,SUCCESS,"Oct 18, 2024 02:10"
TSC10007303,BB10004886,withdraw,4024.55,PayPal,Failed,05-09-2024 12:47 AM
TSC10007304,BB10003363,Withdrawal,1377.4,Crypto,processing,17/07/2024 05:27
TSC10007305,BB10004434,Deposit,2073.07,mpesa,,06/06/2024 00:41
TSC10007306,BB10003553,Deposit,374.61,,processing,2024-12-02 00:00:14
TSC10007307,BB10004685,,3971.2,Bank Transfer,SUCCESS,2024-05-16
TSC10007308,BB10004065,withdraw,1572.34,Credit Card,processing,"Jan 31, 2025 11:49"
TSC10007309,BB10001544,Wd,2433.32,Cash,processing,"29 April 2025, 09:19"
TSC10007310,BB10002763,withdraw,1807.75,Bank Transfer,Completed,2024-10-08
TSC10007311,BB10000238,Wd,3056.94,Bank Transfer,Completed,03/06/2024 08:05
TSC10007312,BB10003325,Withdrawal,1634.46,Credit Card,Completed,"Aug 06, 2024 10:52"
TSC10007313,BB10003835,Deposit,-96.04,PayPal,cancelled,07-06-2024 05:22 AM
TSC10007314,BB10003441,Wd,4597.16,,cancelled,"Aug 28, 2024 16:01"
TSC10007315,BB10000544,Deposit,695.92,mpesa,Pending,"Dec 21, 2024 18:53"
TSC10007316,BB10002878,Deposit,3120.7,Bank Transfer,Failed,11/06/2024 11:26
TSC10007317,BB10000760,withdraw,291.2,Bank Transfer,,"29 October 2024, 10:50"
TSC10007318,BB10000335,deposit,1057.43,Crypto,,"Feb 26, 2025 06:49"
TSC10007319,BB10002002,,2402.48,Bank Transfer,cancelled,2024-12-09
TSC10007320,BB10001508,Wd,945.57,Crypto,,2024-12-21 21:32:26
TSC10007321,BB10001122,deposit,3933.37,mpesa,Completed,09-06-2024 05:59 AM
TSC10007322,BB10001864,Deposit,211.01,mpesa,Failed,2024-08-06 14:35:59
TSC10007323,BB10004572,Withdrawal,1629.01,Crypto,Pending,2024-06-15 12:52:33
TSC10007324,BB10001212,,4292.84,Credit Card,cancelled,2024-08-02 04:58:12
TSC10007325,BB10003515,withdraw,3509.26,Cash,processing,2024-09-08 14:57:31
TSC10007326,BB10004754,,2110.22,Crypto,SUCCESS,2024-05-27
TSC10007327,BB10003039,deposit,377.92,Crypto,SUCCESS,2024-09-05
TSC10007328,BB10003520,Withdrawal,1404.18,PayPal,,02-21-2025 04:33 AM
TSC10007329,BB10003681,deposit,2274.06,,cancelled,"Apr 16, 2025 18:28"
TSC10007330,BB10003389,Withdrawal,1755.8,mpesa,Pending,2025-02-14 11:36:15
TSC10007331,BB10000666,deposit,3663.55,Credit Card,processing,"Dec 19, 2024 10:32"
TSC10007332,BB10002227,Deposit,2109.06,PayPal,Failed,2025-02-10
TSC10007333,BB10000607,Wd,3113.12,,Completed,"21 December 2024, 13:13"
TSC10007334,BB10003153,Withdrawal,3314.92,,Pending,04/12/2024 14:22
TSC10007335,BB10002648,Withdrawal,3764.3,Credit Card,cancelled,06-07-2024 09:20 AM
TSC10007336,BB10000098,,4008.09,Bank Transfer,SUCCESS,2024-05-29
TSC10007337,BB10004441,,237.96,PayPal,Failed,"19 May 2024, 07:51"
TSC10007338,BB10003819,deposit,112.67,Bank Transfer,,29/08/2024 13:42
TSC10007339,BB10001326,Withdrawal,4113.34,Cash,Pending,12/03/2025 18:14
TSC10007340,BB10002525,,1730.88,Bank Transfer,Pending,2024-05-30
TSC10007341,BB10003944,withdraw,4787.23,Mobile Money,Pending,22/06/2024 17:31
TSC10007342,BB10003875,withdraw,3855.61,PayPal,processing,04-07-2025 08:19 PM
TSC10007343,BB10002094,Withdrawal,521.33,Mobile Money,,"15 October 2024, 13:19"
TSC10007344,BB10002645,deposit,4745.82,Mobile Money,SUCCESS,"Aug 25, 2024 06:11"
TSC10007345,BB10004337,Wd,218.32,Cash,,"Dec 21, 2024 20:33"
TSC10007346,BB10002863,Wd,3491.61,Credit Card,processing,2024-05-31 04:16:19
TSC10007347,BB10004366,Withdrawal,4164.01,Credit Card,Completed,01-09-2025 02:56 PM
TSC10007348,BB10003707,withdraw,4722.7,,,2024-11-27 09:53:32
TSC10007349,BB10004925,Wd,1167.41,Credit Card,Failed,22/08/2024 20:44
TSC10007350,BB10000453,withdraw,4251.99,,Completed,"Sep 23, 2024 11:19"
TSC10007351,BB10002245,Withdrawal,4024.57,Bank Transfer,cancelled,06-11-2024 03:35 AM
TSC10007352,BB10000633,deposit,3072.9,mpesa,Pending,05/02/2025 19:06
TSC10007353,BB10003154,deposit,2822.35,Cash,Failed,07-31-2024 06:58 AM
TSC10007354,BB10004613,Withdrawal,0.0,Cash,SUCCESS,"Dec 12, 2024 03:18"
TSC10007355,BB10001232,deposit,346.69,PayPal,SUCCESS,"03 January 2025, 02:33"
TSC10007356,BB10003905,Withdrawal,556.04,PayPal,Pending,2024-05-11 00:32:41
TSC10007357,BB10003424,Withdrawal,4451.98,PayPal,Completed,09-24-2024 08:55 AM
TSC10007358,BB10000306,Deposit,1349.71,,SUCCESS,2025-02-21
TSC10007359,BB10001041,,1536.24,Crypto,cancelled,2025-03-24
TSC10007360,BB10004138,,946.76,Bank Transfer,Pending,2024-12-19
TSC10007361,BB10003312,withdraw,-37.85,Crypto,,08/09/2024 04:34
TSC10007362,BB10003896,Withdrawal,99.68,mpesa,Completed,"14 April 2025, 14:12"
TSC10007363,BB10004723,deposit,3680.93,Bank Transfer,Pending,"Feb 17, 2025 02:32"
TSC10007364,BB10001429,Withdrawal,1286.2,,SUCCESS,19/10/2024 23:53
TSC10007365,BB10003081,Withdrawal,3347.59,mpesa,Completed,"Sep 04, 2024 00:26"
TSC10007366,BB10004015,withdraw,1395.8,Cash,SUCCESS,16/07/2024 10:48
TSC10007367,BB10000044,Wd,2581.86,Bank Transfer,Pending,13/06/2024 15:43
TSC10007368,BB10002336,deposit,3804.16,Credit Card,Failed,"Dec 10, 2024 12:43"
TSC10007369,BB10001886,Wd,3094.73,Mobile Money,Failed,2024-05-31 19:38:57
TSC10007370,BB10001577,Deposit,3413.55,,,02-19-2025 11:24 AM
TSC10007371,BB10001430,withdraw,2317.22,Crypto,Pending,16/07/2024 20:44
TSC10007372,BB10002775,Wd,3109.89,Crypto,,2024-12-02
TSC10007373,BB10004299,,2273.67,Cash,,12-25-2024 10:32 PM
TSC10007374,BB10004350,Wd,1900.08,Credit Card,,"08 August 2024, 18:06"
TSC10007375,BB10000326,,3542.72,,Completed,2024-10-07
TSC10007376,BB10003194,,3415.34,Credit Card,Pending,2025-01-26 19:26:31
TSC10007377,BB10002257,Withdrawal,2185.03,Crypto,cancelled,"Oct 16, 2024 13:02"
TSC10007378,BB10003188,,4870.87,Cash,Completed,2024-08-03 22:59:12
TSC10007379,BB10004494,,776.15,,Failed,2025-02-22
TSC10007380,BB10002621,Wd,2718.5,PayPal,SUCCESS,2024-05-29 05:49:18
TSC10007381,BB10000282,deposit,1351.98,Credit Card,processing,"Aug 28, 2024 23:34"
TSC10007382,BB10001941,Withdrawal,4485.61,Crypto,cancelled,13/10/2024 08:06
TSC10007383,BB10003706,Withdrawal,3367.78,,,"22 April 2025, 16:25"
TSC10007384,BB10002931,Deposit,2391.1,Mobile Money,SUCCESS,2025-02-06 16:13:43
TSC10007385,BB10001385,,1769.6,,processing,2024-08-28 19:22:19
TSC10007386,BB10001077,,1134.81,Bank Transfer,Pending,2025-03-26 11:12:48
TSC10007387,BB10001918,,4186.87,mpesa,Pending,"14 February 2025, 09:22"
TSC10007388,BB10003300,Deposit,4561.92,,SUCCESS,"29 June 2024, 23:43"
TSC10007389,BB10001360,Withdrawal,4113.81,mpesa,processing,27/08/2024 21:20
TSC10007390,BB10004921,Withdrawal,3337.26,mpesa,,2024-09-09 09:21:08
TSC10007391,BB10000177,Withdrawal,1683.54,Bank Transfer,processing,2024-09-18 20:38:44
TSC10007392,BB10003761,withdraw,4449.64,Credit Card,,2024-05-10
TSC10007393,BB10001796,deposit,1208.53,PayPal,Pending,"07 December 2024, 08:09"
TSC10007394,BB10004091,Wd,1880.31,Credit Card,Pending,01-09-2025 09:23 PM
TSC10007395,BB10002774,withdraw,2336.54,PayPal,Failed,2024-05-28 02:00:11
TSC10007396,BB10000451,,1347.4,Credit Card,cancelled,"08 November 2024, 08:45"
TSC10007397,BB10000568,,1887.61,Cash,SUCCESS,08/03/2025 04:30
TSC10007398,BB10002087,Deposit,3911.86,Cash,cancelled,2025-03-16 18:44:52
TSC10007399,BB10003339,deposit,2270.11,PayPal,SUCCESS,"08 October 2024, 07:15"
TSC10007400,BB10001922,Withdrawal,764.51,Crypto,cancelled,07-17-2024 12:27 PM
TSC10007401,BB10004656,deposit,1420.58,PayPal,processing,2024-07-19 07:58:57
TSC10007402,BB10002596,Wd,365.41,PayPal,Failed,"Apr 03, 2025 23:15"
TSC10007403,BB10004721,Wd,-92.58,,Completed,2025-02-17 23:00:16
TSC10007404,BB10004283,Deposit,4708.95,Credit Card,Pending,2024-09-08 21:31:57
TSC10007405,BB10000409,Wd,3157.73,mpesa,Completed,"06 January 2025, 01:52"
TSC10007406,BB10003194,withdraw,2033.85,,Completed,15/01/2025 21:51
TSC10007407,BB10000859,withdraw,3581.15,Crypto,Failed,2025-04-30
TSC10007408,BB10002556,Wd,1642.28,Cash,cancelled,2024-12-12 04:56:34
TSC10007409,BB10002740,withdraw,2833.78,mpesa,Pending,05/09/2024 02:18
TSC10007410,BB10004811,withdraw,4030.93,Credit Card,,2024-12-04
TSC10007411,BB10001613,,3119.58,mpesa,Pending,2025-04-23 21:33:58
TSC10007412,BB10000160,deposit,1183.39,Credit Card,Failed,18/12/2024 04:10
TSC10007413,BB10004422,Deposit,3259.34,,Pending,"07 October 2024, 01:45"
TSC10007414,BB10003910,Deposit,728.31,mpesa,processing,05/07/2024 10:04
TSC10007415,BB10003177,Wd,799.11,Credit Card,processing,2024-10-20
TSC10007416,BB10002052,Deposit,3943.97,Cash,SUCCESS,2025-02-19 09:25:58
TSC10007417,BB10004498,deposit,3472.14,Cash,processing,2024-05-22
TSC10007418,BB10003779,deposit,4060.91,,Failed,"26 July 2024, 06:49"
TSC10007419,BB10001245,,3273.38,,,"May 08, 2024 11:58"
TSC10007420,BB10001284,Deposit,4388.14,Mobile Money,cancelled,2024-07-27
TSC10007421,BB10004882,Deposit,2103.91,Crypto,,30/07/2024 06:05
TSC10007422,BB10000839,Wd,2006.69,Credit Card,processing,2024-12-21
TSC10007423,BB10002067,,253.7,Crypto,SUCCESS,2024-08-02 10:45:14
TSC10007424,BB10000462,withdraw,1867.11,PayPal,cancelled,"30 January 2025, 10:46"
TSC10007425,BB10004069,Withdrawal,4436.63,,processing,2025-04-20
TSC10007426,BB10003514,withdraw,-31.05,Credit Card,Pending,2024-09-05
TSC10007427,BB10001091,withdraw,3338.75,Mobile Money,,02-01-2025 10:56 AM
TSC10007428,BB10003341,,465.52,Bank Transfer,Failed,07-21-2024 03:19 AM
TSC10007429,BB10002834,Withdrawal,3286.87,Bank Transfer,,"Jul 13, 2024 10:36"
TSC10007430,BB10001671,Wd,4420.43,,cancelled,"03 May 2025, 16:36"
TSC10007431,BB10001759,Withdrawal,3232.53,PayPal,Pending,2024-09-16
TSC10007432,BB10001061,Withdrawal,2678.29,Bank Transfer,cancelled,2024-06-03 01:52:48
TSC10007433,BB10004302,Deposit,4762.4,mpesa,SUCCESS,18/05/2024 02:41
TSC10007434,BB10002815,deposit,3099.99,,Completed,18/06/2024 05:17
TSC10007435,BB10001787,Wd,216.71,Mobile Money,SUCCESS,08-21-2024 06:41 AM
TSC10007436,BB10000759,Wd,481.09,,Pending,"17 July 2024, 03:39"
TSC10007437,BB10002693,Deposit,4815.8,Crypto,Failed,"Dec 07, 2024 01:33"
TSC10007438,BB10004641,,3308.83,Crypto,Pending,10/02/2025 18:02
TSC10007439,BB10001676,,1564.99,Bank Transfer,SUCCESS,23/05/2024 04:25
TSC10007440,BB10004800,Wd,1631.67,Credit Card,SUCCESS,2024-05-17
TSC10007441,BB10002739,Deposit,1993.73,Cash,Pending,18/07/2024 09:39
TSC10007442,BB10003401,Withdrawal,2262.37,Cash,cancelled,2024-07-09 18:05:52
TSC10007443,BB10000368,deposit,2658.46,Credit Card,SUCCESS,"Mar 26, 2025 12:37"
TSC10007444,BB10003458,Withdrawal,3259.0,,SUCCESS,24/01/2025 16:43
TSC10007445,BB10003674,Deposit,4184.28,Crypto,cancelled,2024-09-08 06:19:44
TSC10007446,BB10004803,Deposit,2933.48,,Failed,11-25-2024 04:13 PM
TSC10007447,BB10003669,Withdrawal,2471.28,PayPal,Completed,11/07/2024 08:37
TSC10007448,BB10001492,deposit,2553.67,Credit Card,Completed,14/05/2024 23:57
TSC10007449,BB10000958,Withdrawal,2484.93,mpesa,,2025-03-11 00:04:00
TSC10007450,BB10000248,withdraw,0.0,Cash,processing,2025-04-04
TSC10007451,BB10001307,deposit,1996.24,Mobile Money,,"14 May 2024, 19:35"
TSC10007452,BB10001710,,4823.59,Credit Card,Failed,09/01/2025 13:57
TSC10007453,BB10002980,Withdrawal,4192.58,PayPal,,22/09/2024 13:06
TSC10007454,BB10000412,withdraw,2873.7,Crypto,cancelled,"Feb 18, 2025 17:51"
TSC10007455,BB10000217,withdraw,759.32,,processing,"16 June 2024, 16:17"
TSC10007456,BB10001845,Wd,1516.41,Credit Card,SUCCESS,2025-04-14 01:19:19
TSC10007457,BB10003940,Deposit,4348.35,,processing,"26 August 2024, 13:45"
TSC10007458,BB10003389,Withdrawal,4708.54,mpesa,cancelled,2024-08-02 20:40:02
TSC10007459,BB10004494,Withdrawal,428.95,,Completed,"Feb 26, 2025 19:20"
TSC10007460,BB10002628,Deposit,2213.59,Crypto,Pending,2025-01-03 12:56:15
TSC10007461,BB10001640,,1624.27,mpesa,Failed,"Apr 15, 2025 21:34"
TSC10007462,BB10004787,Wd,2697.94,Crypto,Failed,29/04/2025 00:36
TSC10007463,BB10000691,Deposit,0.0,,Failed,"May 06, 2025 13:07"
TSC10007464,BB10001939,Deposit,4724.69,Bank Transfer,SUCCESS,"25 March 2025, 04:01"
TSC10007465,BB10001333,Withdrawal,1446.58,Bank Transfer,Pending,23/03/2025 23:18
TSC10007466,BB10000079,deposit,4684.56,Cash,Failed,2024-05-31 00:39:15
TSC10007467,BB10003954,Withdrawal,2.08,Crypto,Completed,2024-06-28 21:37:44
TSC10007468,BB10004507,,2157.82,PayPal,SUCCESS,09/04/2025 16:29
TSC10007469,BB10002268,,1020.52,Bank Transfer,Completed,"21 February 2025, 11:27"
TSC10007470,BB10004621,withdraw,1641.87,Crypto,cancelled,2024-07-16 03:48:09
TSC10007471,BB10003852,Wd,593.64,PayPal,SUCCESS,09-22-2024 06:44 AM
TSC10007472,BB10001746,Withdrawal,2550.18,,cancelled,2024-09-20
TSC10007473,BB10002886,Deposit,2336.99,Cash,Failed,2024-12-12 03:04:28
TSC10007474,BB10003426,,4207.08,Credit Card,Pending,04-28-2025 11:33 PM
TSC10007475,BB10004990,,-65.92,PayPal,Pending,2024-08-04
TSC10007476,BB10001000,,3619.33,Cash,Failed,2024-05-24
TSC10007477,BB10002367,Deposit,2737.32,Mobile Money,Pending,12-18-2024 03:31 AM
TSC10007478,BB10004697,Withdrawal,4300.94,Bank Transfer,Failed,2024-07-15
TSC10007479,BB10000141,,2041.39,Bank Transfer,SUCCESS,11-18-2024 05:21 PM
TSC10007480,BB10001807,Withdrawal,1767.87,mpesa,Failed,19/02/2025 12:54
TSC10007481,BB10003983,withdraw,627.42,Mobile Money,Pending,2024-09-03
TSC10007482,BB10003878,deposit,3490.15,Mobile Money,processing,05-26-2024 02:25 PM
TSC10007483,BB10004336,Withdrawal,2121.46,Mobile Money,Failed,2025-02-21 17:42:49
TSC10007484,BB10000248,withdraw,1298.13,Cash,SUCCESS,03-21-2025 10:46 PM
TSC10007485,BB10000022,Withdrawal,4852.69,PayPal,Pending,14/03/2025 03:38
TSC10007486,BB10000068,,3136.77,PayPal,SUCCESS,2025-04-25
TSC10007487,BB10001483,,54.71,Mobile Money,cancelled,2025-03-26 16:34:52
TSC10007488,BB10002354,Deposit,4028.44,mpesa,,"22 July 2024, 13:41"
TSC10007489,BB10003785,deposit,611.44,mpesa,,06-05-2024 09:10 PM
TSC10007490,BB10002421,Withdrawal,2686.75,,Pending,2024-10-26
TSC10007491,BB10002187,,1919.6,Credit Card,,"Jan 04, 2025 11:40"
TSC10007492,BB10001737,Wd,3767.82,mpesa,Completed,2024-05-30
TSC10007493,BB10004698,Wd,2320.19,Mobile Money,Pending,"08 November 2024, 21:57"
TSC10007494,BB10001630,withdraw,4434.42,Cash,Completed,05/02/2025 13:21
TSC10007495,BB10003168,Withdrawal,1360.72,Credit Card,SUCCESS,28/12/2024 18:06
TSC10007496,BB10001999,Wd,3356.88,Credit Card,,"09 November 2024, 02:43"
TSC10007497,BB10002115,Wd,1143.85,Mobile Money,cancelled,2024-11-05
TSC10007498,BB10004833,,2964.12,Credit Card,Completed,2024-10-23
TSC10007499,BB10000093,deposit,3743.49,Cash,processing,2024-09-01 16:35:41
TSC10007500,BB10000704,,397.27,Cash,SUCCESS,2024-09-20 16:54:06
TSC10007501,BB10001496,Withdrawal,1787.18,Crypto,Pending,01-15-2025 07:28 PM
TSC10007502,BB10002710,withdraw,4625.8,Bank Transfer,cancelled,23/01/2025 12:47
TSC10007503,BB10004943,Withdrawal,2618.98,Mobile Money,processing,"Nov 03, 2024 20:47"
TSC10007504,BB10000830,Wd,1784.2,Mobile Money,Pending,2024-08-13
TSC10007505,BB10004031,deposit,1196.91,Cash,SUCCESS,30/09/2024 14:10
TSC10007506,BB10004792,,4370.6,Cash,SUCCESS,08/04/2025 14:27
TSC10007507,BB10000150,deposit,1620.17,,SUCCESS,06/12/2024 10:37
TSC10007508,BB10001386,Wd,2446.13,mpesa,SUCCESS,2024-05-20 12:26:12
TSC10007509,BB10002773,,4541.39,Credit Card,Completed,07-26-2024 07:53 AM
TSC10007510,BB10002881,deposit,777.07,Cash,Pending,20/07/2024 07:01
TSC10007511,BB10002403,Withdrawal,-35.19,,cancelled,2025-03-18
TSC10007512,BB10003729,deposit,3422.92,Cash,Failed,"28 September 2024, 17:56"
TSC10007513,BB10003620,,758.71,mpesa,SUCCESS,08-26-2024 09:53 PM
TSC10007514,BB10004503,withdraw,4819.23,Bank Transfer,Failed,2025-03-27
TSC10007515,BB10003948,,3907.94,Bank Transfer,Failed,2024-12-01 20:03:58
TSC10007516,BB10004902,Withdrawal,333.89,Credit Card,,"Apr 13, 2025 19:55"
TSC10007517,BB10001454,Wd,2221.17,Credit Card,cancelled,20/09/2024 18:54
TSC10007518,BB10002182,withdraw,4588.33,Crypto,SUCCESS,24/11/2024 05:34
TSC10007519,BB10000441,Withdrawal,2265.35,mpesa,Pending,"25 June 2024, 05:04"
TSC10007520,BB10000887,deposit,1065.41,Bank Transfer,processing,2024-06-06
TSC10007521,BB10002568,Deposit,261.66,Bank Transfer,Completed,2024-10-16 11:59:50
TSC10007522,BB10004045,withdraw,2030.66,Mobile Money,Pending,09-12-2024 01:23 PM
TSC10007523,BB10002541,withdraw,489.56,Mobile Money,Failed,2024-12-06
TSC10007524,BB10001564,Wd,-50.45,Credit Card,Completed,"Oct 24, 2024 01:52"
